VIN;Distancia_SUMO_km;Distancia_Trajeto_Original_km;Distancia_Trajeto_com_Offset_km;Diferenca_Distancia_km;Diferenca_Distancia_Percentual;Alvo_Privacidade_Percentual;Erro_para_Alvo_Percentual;Num_Pontos_Trajeto_Original;Num_Pontos_Trajeto_com_Offset;Offset_X_Graus;Offset_Y_Graus;Offset_Distance_km;Offset_Angulo_Graus;Hash_Auditoria_SHA256
carro_1000;2,925556;0,19417583336854707;0,17254458356575697;-0,021631249802790103;-11,140031912073137;15,0;3,8599680879268625;324;324;-0,015024968815789812;0,00805792933955699;1,8052545527551644;157,89658361672636;5c90b55fea2bd6759f4d4320cc2fdc14e3620cb775b458ab62002abe50d9ec8a
