Run_ID;CSV_Origem;Trajectory_ID;VIN;Modelo;Distancia_SUMO_km;Num_Pontos_Trajeto_Original;Num_Pontos_Trajeto_com_Offset;Diferenca_Num_Pontos;Diferenca_Num_Pontos_Percentual;Distancia_Trajeto_Original_km;Distancia_Trajeto_com_Offset_km;Diferenca_Distancia_km;Offset_Cancelado;Tentativas_MapMatching;Pontos_Descartados_MapMatching;Start_Lat_Original;Start_Lon_Original;End_Lat_Original;End_Lon_Original;Start_Lat_com_Offset;Start_Lon_com_Offset;End_Lat_com_Offset;End_Lon_com_Offset;Diferenca_Distancia_Percentual;Offset_X_Graus;Offset_Y_Graus;Raio_Maximo_km
1;vehicles_step_sim_9.csv;vehicles_step_sim_9__run001__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7817;-73,9464;40,7791;-73,9479;-0,0052;0,0061;0,0143;2,0000
2;vehicles_step_sim_9.csv;vehicles_step_sim_9__run002__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7762;-73,9746;40,7736;-73,9761;-0,0005;0,0006;-0,0139;2,0000
3;vehicles_step_sim_9.csv;vehicles_step_sim_9__run003__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7805;-73,9721;40,7778;-73,9736;-0,0041;0,0048;-0,0114;2,0000
4;vehicles_step_sim_9.csv;vehicles_step_sim_9__run004__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4057;0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7622;-73,9670;40,7596;-73,9685;0,0114;-0,0134;-0,0063;2,0000
5;vehicles_step_sim_9.csv;vehicles_step_sim_9__run005__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7841;-73,9647;40,7814;-73,9662;-0,0072;0,0084;-0,0040;2,0000
6;vehicles_step_sim_9.csv;vehicles_step_sim_9__run006__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4057;0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7596;-73,9672;40,7569;-73,9688;0,0137;-0,0161;-0,0066;2,0000
7;vehicles_step_sim_9.csv;vehicles_step_sim_9__run007__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4056;0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7697;-73,9469;40,7670;-73,9484;0,0051;-0,0060;0,0138;2,0000
8;vehicles_step_sim_9.csv;vehicles_step_sim_9__run008__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7792;-73,9498;40,7765;-73,9513;-0,0030;0,0035;0,0108;2,0000
9;vehicles_step_sim_9.csv;vehicles_step_sim_9__run009__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7723;-73,9657;40,7696;-73,9672;0,0029;-0,0034;-0,0050;2,0000
10;vehicles_step_sim_9.csv;vehicles_step_sim_9__run010__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4057;0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7616;-73,9642;40,7589;-73,9657;0,0120;-0,0141;-0,0035;2,0000
11;vehicles_step_sim_9.csv;vehicles_step_sim_9__run011__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7849;-73,9519;40,7822;-73,9534;-0,0079;0,0093;0,0088;2,0000
12;vehicles_step_sim_9.csv;vehicles_step_sim_9__run012__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7763;-73,9674;40,7736;-73,9689;-0,0006;0,0007;-0,0067;2,0000
13;vehicles_step_sim_9.csv;vehicles_step_sim_9__run013__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7765;-73,9653;40,7739;-73,9668;-0,0008;0,0009;-0,0046;2,0000
14;vehicles_step_sim_9.csv;vehicles_step_sim_9__run014__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7838;-73,9559;40,7811;-73,9574;-0,0069;0,0081;0,0048;2,0000
15;vehicles_step_sim_9.csv;vehicles_step_sim_9__run015__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4053;-0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7918;-73,9529;40,7891;-73,9544;-0,0138;0,0162;0,0078;2,0000
16;vehicles_step_sim_9.csv;vehicles_step_sim_9__run016__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7872;-73,9601;40,7845;-73,9616;-0,0098;0,0115;0,0006;2,0000
17;vehicles_step_sim_9.csv;vehicles_step_sim_9__run017__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7715;-73,9621;40,7688;-73,9636;0,0035;-0,0041;-0,0014;2,0000
18;vehicles_step_sim_9.csv;vehicles_step_sim_9__run018__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4056;0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7696;-73,9615;40,7669;-73,9630;0,0052;-0,0061;-0,0008;2,0000
19;vehicles_step_sim_9.csv;vehicles_step_sim_9__run019__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7820;-73,9713;40,7793;-73,9728;-0,0054;0,0063;-0,0106;2,0000
20;vehicles_step_sim_9.csv;vehicles_step_sim_9__run020__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7763;-73,9428;40,7737;-73,9443;-0,0006;0,0007;0,0179;2,0000
21;vehicles_step_sim_9.csv;vehicles_step_sim_9__run021__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4057;0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7593;-73,9569;40,7567;-73,9584;0,0139;-0,0163;0,0038;2,0000
22;vehicles_step_sim_9.csv;vehicles_step_sim_9__run022__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4053;-0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7887;-73,9540;40,7860;-73,9555;-0,0111;0,0131;0,0067;2,0000
23;vehicles_step_sim_9.csv;vehicles_step_sim_9__run023__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7763;-73,9466;40,7737;-73,9481;-0,0006;0,0007;0,0141;2,0000
24;vehicles_step_sim_9.csv;vehicles_step_sim_9__run024__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4056;0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7685;-73,9613;40,7658;-73,9629;0,0061;-0,0071;-0,0007;2,0000
25;vehicles_step_sim_9.csv;vehicles_step_sim_9__run025__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7734;-73,9765;40,7707;-73,9780;0,0019;-0,0023;-0,0158;2,0000
26;vehicles_step_sim_9.csv;vehicles_step_sim_9__run026__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7816;-73,9637;40,7790;-73,9652;-0,0051;0,0060;-0,0030;2,0000
27;vehicles_step_sim_9.csv;vehicles_step_sim_9__run027__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4057;0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7605;-73,9569;40,7579;-73,9585;0,0129;-0,0151;0,0037;2,0000
28;vehicles_step_sim_9.csv;vehicles_step_sim_9__run028__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7720;-73,9456;40,7693;-73,9472;0,0031;-0,0036;0,0150;2,0000
29;vehicles_step_sim_9.csv;vehicles_step_sim_9__run029__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4057;0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7593;-73,9639;40,7566;-73,9654;0,0139;-0,0163;-0,0032;2,0000
30;vehicles_step_sim_9.csv;vehicles_step_sim_9__run030__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4053;-0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7912;-73,9611;40,7886;-73,9626;-0,0133;0,0156;-0,0004;2,0000
31;vehicles_step_sim_9.csv;vehicles_step_sim_9__run031__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7849;-73,9711;40,7822;-73,9726;-0,0079;0,0092;-0,0104;2,0000
32;vehicles_step_sim_9.csv;vehicles_step_sim_9__run032__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7786;-73,9737;40,7759;-73,9752;-0,0025;0,0029;-0,0130;2,0000
33;vehicles_step_sim_9.csv;vehicles_step_sim_9__run033__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4053;-0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7893;-73,9686;40,7867;-73,9702;-0,0117;0,0137;-0,0080;2,0000
34;vehicles_step_sim_9.csv;vehicles_step_sim_9__run034__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7789;-73,9707;40,7762;-73,9722;-0,0028;0,0033;-0,0100;2,0000
35;vehicles_step_sim_9.csv;vehicles_step_sim_9__run035__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7723;-73,9457;40,7696;-73,9472;0,0028;-0,0033;0,0150;2,0000
36;vehicles_step_sim_9.csv;vehicles_step_sim_9__run036__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7755;-73,9749;40,7728;-73,9764;0,0002;-0,0002;-0,0142;2,0000
37;vehicles_step_sim_9.csv;vehicles_step_sim_9__run037__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7764;-73,9717;40,7737;-73,9732;-0,0006;0,0007;-0,0110;2,0000
38;vehicles_step_sim_9.csv;vehicles_step_sim_9__run038__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7759;-73,9674;40,7732;-73,9689;-0,0002;0,0003;-0,0067;2,0000
39;vehicles_step_sim_9.csv;vehicles_step_sim_9__run039__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7876;-73,9737;40,7850;-73,9752;-0,0102;0,0120;-0,0131;2,0000
40;vehicles_step_sim_9.csv;vehicles_step_sim_9__run040__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7817;-73,9607;40,7790;-73,9622;-0,0052;0,0060;-0,0000;2,0000
41;vehicles_step_sim_9.csv;vehicles_step_sim_9__run041__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7854;-73,9555;40,7827;-73,9571;-0,0083;0,0097;0,0051;2,0000
42;vehicles_step_sim_9.csv;vehicles_step_sim_9__run042__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4056;0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7710;-73,9717;40,7683;-73,9732;0,0040;-0,0047;-0,0110;2,0000
43;vehicles_step_sim_9.csv;vehicles_step_sim_9__run043__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4056;0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7687;-73,9662;40,7660;-73,9677;0,0060;-0,0070;-0,0055;2,0000
44;vehicles_step_sim_9.csv;vehicles_step_sim_9__run044__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4057;0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7617;-73,9587;40,7590;-73,9602;0,0119;-0,0140;0,0020;2,0000
45;vehicles_step_sim_9.csv;vehicles_step_sim_9__run045__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7838;-73,9593;40,7812;-73,9608;-0,0070;0,0082;0,0014;2,0000
46;vehicles_step_sim_9.csv;vehicles_step_sim_9__run046__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4056;0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7641;-73,9720;40,7614;-73,9736;0,0099;-0,0116;-0,0114;2,0000
47;vehicles_step_sim_9.csv;vehicles_step_sim_9__run047__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4056;0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7667;-73,9553;40,7641;-73,9568;0,0076;-0,0089;0,0054;2,0000
48;vehicles_step_sim_9.csv;vehicles_step_sim_9__run048__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7770;-73,9643;40,7743;-73,9658;-0,0011;0,0013;-0,0036;2,0000
49;vehicles_step_sim_9.csv;vehicles_step_sim_9__run049__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7788;-73,9434;40,7762;-73,9450;-0,0027;0,0032;0,0172;2,0000
50;vehicles_step_sim_9.csv;vehicles_step_sim_9__run050__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7826;-73,9595;40,7799;-73,9611;-0,0059;0,0070;0,0011;2,0000
51;vehicles_step_sim_9.csv;vehicles_step_sim_9__run051__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7793;-73,9744;40,7766;-73,9759;-0,0031;0,0036;-0,0137;2,0000
52;vehicles_step_sim_9.csv;vehicles_step_sim_9__run052__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4056;0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7643;-73,9594;40,7616;-73,9609;0,0097;-0,0114;0,0013;2,0000
53;vehicles_step_sim_9.csv;vehicles_step_sim_9__run053__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4056;0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7673;-73,9523;40,7647;-73,9538;0,0071;-0,0083;0,0084;2,0000
54;vehicles_step_sim_9.csv;vehicles_step_sim_9__run054__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4056;0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7704;-73,9692;40,7677;-73,9707;0,0045;-0,0053;-0,0085;2,0000
55;vehicles_step_sim_9.csv;vehicles_step_sim_9__run055__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7763;-73,9773;40,7736;-73,9788;-0,0005;0,0006;-0,0166;2,0000
56;vehicles_step_sim_9.csv;vehicles_step_sim_9__run056__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7761;-73,9502;40,7734;-73,9517;-0,0004;0,0004;0,0105;2,0000
57;vehicles_step_sim_9.csv;vehicles_step_sim_9__run057__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4056;0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7690;-73,9647;40,7663;-73,9662;0,0057;-0,0067;-0,0040;2,0000
58;vehicles_step_sim_9.csv;vehicles_step_sim_9__run058__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7756;-73,9698;40,7730;-73,9713;0,0000;-0,0000;-0,0091;2,0000
59;vehicles_step_sim_9.csv;vehicles_step_sim_9__run059__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4053;-0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7885;-73,9674;40,7858;-73,9689;-0,0109;0,0128;-0,0067;2,0000
60;vehicles_step_sim_9.csv;vehicles_step_sim_9__run060__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7826;-73,9456;40,7799;-73,9471;-0,0059;0,0070;0,0151;2,0000
61;vehicles_step_sim_9.csv;vehicles_step_sim_9__run061__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7821;-73,9716;40,7794;-73,9731;-0,0055;0,0065;-0,0109;2,0000
62;vehicles_step_sim_9.csv;vehicles_step_sim_9__run062__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4056;0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7673;-73,9622;40,7647;-73,9638;0,0071;-0,0083;-0,0016;2,0000
63;vehicles_step_sim_9.csv;vehicles_step_sim_9__run063__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4057;0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7626;-73,9656;40,7600;-73,9671;0,0111;-0,0130;-0,0049;2,0000
64;vehicles_step_sim_9.csv;vehicles_step_sim_9__run064__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7713;-73,9541;40,7686;-73,9556;0,0037;-0,0043;0,0066;2,0000
65;vehicles_step_sim_9.csv;vehicles_step_sim_9__run065__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7823;-73,9597;40,7796;-73,9612;-0,0057;0,0066;0,0010;2,0000
66;vehicles_step_sim_9.csv;vehicles_step_sim_9__run066__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4056;0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7667;-73,9527;40,7640;-73,9542;0,0076;-0,0089;0,0080;2,0000
67;vehicles_step_sim_9.csv;vehicles_step_sim_9__run067__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4057;0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7606;-73,9546;40,7579;-73,9561;0,0128;-0,0150;0,0061;2,0000
68;vehicles_step_sim_9.csv;vehicles_step_sim_9__run068__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4057;0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7611;-73,9657;40,7584;-73,9672;0,0124;-0,0146;-0,0050;2,0000
69;vehicles_step_sim_9.csv;vehicles_step_sim_9__run069__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7829;-73,9744;40,7802;-73,9759;-0,0062;0,0072;-0,0137;2,0000
70;vehicles_step_sim_9.csv;vehicles_step_sim_9__run070__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4057;0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7596;-73,9643;40,7569;-73,9658;0,0137;-0,0161;-0,0036;2,0000
71;vehicles_step_sim_9.csv;vehicles_step_sim_9__run071__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4053;-0,0002;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7918;-73,9647;40,7892;-73,9662;-0,0138;0,0162;-0,0040;2,0000
72;vehicles_step_sim_9.csv;vehicles_step_sim_9__run072__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4054;-0,0001;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7826;-73,9693;40,7800;-73,9708;-0,0060;0,0070;-0,0086;2,0000
73;vehicles_step_sim_9.csv;vehicles_step_sim_9__run073__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7760;-73,9651;40,7733;-73,9666;-0,0003;0,0003;-0,0044;2,0000
74;vehicles_step_sim_9.csv;vehicles_step_sim_9__run074__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4100;130;130;0;0,0000;1,4055;1,4055;-0,0000;False;0;0;40,7756;-73,9607;40,7730;-73,9622;40,7780;-73,9469;40,7753;-73,9484;-0,0020;0,0023;0,0138;2,0000
