run_id;source_csv;vin;model;fuel_type;timestamp;start_time;end_time;duration_seconds;total_distance_km;distance_city_km;distance_highway_km;fuel_consumed_liters;co2_real_g;co2_meta_g;delta_co2_g;valor_e1_reais;nox_total;pmx_total;start_lat_orig;start_lon_orig;end_lat_orig;end_lon_orig;start_lat_private;start_lon_private;end_lat_private;end_lon_private;start_map_matched;end_map_matched;pseudonimo;num_segments;trajectory_points_orig_count;trajectory_points_priv_count;trajectory_points_diff;trajectory_points_diff_percent;trajectory_distance_orig_km;trajectory_distance_priv_km;trajectory_distance_diff_km;map_matching_attempts;discarded_points_map_matching;map_matching_points_total;discarded_points_ratio;offset_cancelled;offset_x_degrees;offset_y_degrees;max_radius_km;trajectory_id
76;vehicles_step_sim_7.csv;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;Gasoline;1773509247;2026-03-14 17:27:27;2026-03-14 17:27:28;1,0;3,189925;2,602461;0,587464;54,57655504891775;126071,842163;614,0605625;-125457,78160049999;-6,272889080025;37,533333;9,638215;40,77564360647124;-73,96068698429804;40,77163676812385;-73,96352032333401;40,76841322948122;-73,95220773957882;40,764406391133825;-73,9550410786148;False;False;0xCDcF7b2a3352a32cc28FD35C3924f5BD542a25Ea;312;312;312;0;0,0;3,1845334592998493;3,1847178958218474;0,00018443652199806593;0;0;312;0,0;False;-0,007230376990024256;0,008479244719210131;2,0;vehicles_step_sim_7__run076__SUMO_carro_1000__t0001
