run_id;source_csv;vin;model;fuel_type;timestamp;start_time;end_time;duration_seconds;total_distance_km;distance_city_km;distance_highway_km;fuel_consumed_liters;co2_real_g;co2_meta_g;delta_co2_g;valor_e1_reais;nox_total;pmx_total;start_lat_orig;start_lon_orig;end_lat_orig;end_lon_orig;start_lat_private;start_lon_private;end_lat_private;end_lon_private;start_map_matched;end_map_matched;pseudonimo;num_segments;trajectory_points_orig_count;trajectory_points_priv_count;trajectory_points_diff;trajectory_points_diff_percent;trajectory_distance_orig_km;trajectory_distance_priv_km;trajectory_distance_diff_km;map_matching_attempts;discarded_points_map_matching;map_matching_points_total;discarded_points_ratio;offset_cancelled;offset_x_degrees;offset_y_degrees;max_radius_km
52;vehicles_step_sim_7.csv;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;Gasoline;1773509247;2026-03-14 17:27:27;2026-03-14 17:27:28;1,0;3,189925;2,602461;0,587464;54,576555048917754;126071,84216300001;614,0605625;-125457,7816005;-6,272889080025;37,533333;9,638214999999999;40,77564360647124;-73,96068698429804;40,77163676812385;-73,96352032333401;40,7645804;-73,9601629;40,7601231;-73,96317;True;True;0xCDcF7b2a3352a32cc28FD35C3924f5BD542a25Ea;312;312;312;0;0,0;12,540877703575529;13,633906113166125;1,0930284095905964;314;0;312;0,0;False;-0,011477250884442248;0,0002568947422025985;2,0
