vin,model,fuel_type,timestamp,start_time,end_time,duration_seconds,total_distance_km,distance_city_km,distance_highway_km,fuel_consumed_liters,co2_real_g,co2_meta_g,delta_co2_g,valor_e1_reais,nox_total,pmx_total,start_lat_orig,start_lon_orig,end_lat_orig,end_lon_orig,start_lat_private,start_lon_private,end_lat_private,end_lon_private,start_map_matched,end_map_matched,pseudonimo,num_segments
SUMO_0,HBEFA4/PC_petrol_Euro-6ab,Gasoline,1772465816,2026-03-02 15:36:56,2026-03-02 15:37:03,7.0,916.074841,762.479679,153.595163,154.03244709220778,355814.95278299996,176344.4068925,-179470.54589049995,-8.973527294524999,106.35084500000002,20.35508,-22.79740763477873,-43.21028149325521,-22.795910415696387,-43.21088645639107,-22.797676850000002,-43.21033625,-22.7956548,-43.21089525,True,True,0xc23044B39A817DEDE3397EC373674dBf3228dE33,72
