# StartTime = 01/19/2024 01:25:31.1282 PM
# FuelCalculationMethod = MassAirFlow
Time (sec), Latitude (deg), Longitude (deg), Vehicle speed (km/h), Accel X (m/s²), Accel Y (m/s²), Accel Z (m/s²), Engine RPM (RPM), Mass air flow rate (g/s), Absolute throttle position (%), Fuel level input (%), GPS Speed (km/h), Fuel rate (l/hr), Alcohol fuel percentage (%), Engine fuel rate (l/hr), Vehicle Fuel Rate (g/s), Fuel Remaining (l), Fuel Level Input A (%), Fuel Level Input B (%), Instant fuel economy (l/100 km), Calculated load value (%), Fuel rail pressure (kPa), Fuel rail pressure relative to manifold vacuum (kPa), Accelerator pedal position D (%), Accelerator pedal position E (%)
54.300,-23.02952,-44.54422,17,0.6822076,0.4668288,-0.7765817,1056.5,4.05,22.35294,75.68627,14.0356,1.347811,32.15686,0,0,10.59608,0,0,7.928293,31.37255,0,0,20.78431,10.58823
54.300,-23.02952,-44.54422,17,0.6822076,0.4668288,-0.7765817,1056.5,4.05,22.35294,75.68627,14.0356,1.347811,32.15686,0,0,10.59608,0,0,7.928293,31.37255,0,0,20.78431,10.58823
54.301,-23.02952,-44.54422,17,0.6822076,0.4668288,-0.7765817,1056.5,4.05,22.35294,75.68627,14.0356,1.347811,32.15686,0,0,10.59608,0,0,7.928293,31.37255,0,0,20.78431,10.58823
55.285,-23.02953,-44.54419,14,0.3344762,0.08375181,0.1286406,1205.75,4.61,21.96078,75.68627,13.96754,1.534175,32.15686,0,0,10.59608,0,0,10.95838,28.62745,0,0,24.31373,12.54902
55.286,-23.02953,-44.54419,14,0.3344762,0.08375181,0.1286406,1205.75,4.61,21.96078,75.68627,13.96754,1.534175,32.15686,0,0,10.59608,0,0,10.95838,28.62745,0,0,24.31373,12.54902
55.292,-23.02953,-44.54419,14,0.3344762,0.08375181,0.1286406,1205.75,4.61,21.96078,75.68627,13.96754,1.534175,32.15686,0,0,10.59608,0,0,10.95838,28.62745,0,0,24.31373,12.54902
55.296,-23.02953,-44.54419,14,0.2017533,0.2183081,-0.3167678,1205.75,4.61,21.96078,75.68627,13.96754,1.534175,32.15686,0,0,10.59608,0,0,10.95838,28.62745,0,0,24.31373,12.54902
55.297,-23.02953,-44.54419,14,0.2017533,0.2183081,-0.3167678,1205.75,4.61,21.96078,75.68627,13.96754,1.534175,32.15686,0,0,10.59608,0,0,10.95838,28.62745,0,0,24.31373,12.54902
55.299,-23.02953,-44.54419,14,-0.1540571,0.1823733,-0.4601442,1205.75,4.61,21.96078,75.68627,13.96754,1.534175,32.15686,0,0,10.59608,0,0,10.95838,28.62745,0,0,24.31373,12.54902
55.302,-23.02953,-44.54419,14,-0.1540571,0.1823733,-0.4601442,1205.75,4.61,21.96078,75.68627,13.96754,1.534175,32.15686,0,0,10.59608,0,0,10.95838,28.62745,0,0,24.31373,12.54902
55.304,-23.02953,-44.54419,14,-0.1540571,0.1823733,-0.4601442,1205.75,4.61,21.96078,75.68627,13.96754,1.534175,32.15686,0,0,10.59608,0,0,10.95838,28.62745,0,0,24.31373,12.54902
56.280,-23.02955,-44.54416,13,-0.6835195,-0.1119024,0.989736,1328.75,7.02,26.66667,89.01961,12.16441,2.336205,32.15686,0,0,12.46274,0,0,17.9708,40,0,0,25.4902,12.94118
56.283,-23.02955,-44.54416,13,-0.6835195,-0.1119024,0.989736,1328.75,7.02,26.66667,89.01961,12.16441,2.336205,32.15686,0,0,12.46274,0,0,17.9708,40,0,0,25.4902,12.94118
56.292,-23.02955,-44.54416,13,-0.9313805,0.08474985,1.119934,1328.75,7.02,26.66667,89.01961,12.16441,2.336205,32.15686,0,0,12.46274,0,0,17.9708,40,0,0,25.4902,12.94118
56.294,-23.02955,-44.54416,13,-0.9313805,0.08474985,1.119934,1328.75,7.02,26.66667,89.01961,12.16441,2.336205,32.15686,0,0,12.46274,0,0,17.9708,40,0,0,25.4902,12.94118
56.305,-23.02955,-44.54416,13,-1.092812,-0.07453936,0.8540279,1328.75,7.02,26.66667,89.01961,12.16441,2.336205,32.15686,0,0,12.46274,0,0,17.9708,40,0,0,25.4902,12.94118
56.311,-23.02955,-44.54416,13,-1.092812,-0.07453936,0.8540279,1328.75,7.02,26.66667,89.01961,12.16441,2.336205,32.15686,0,0,12.46274,0,0,17.9708,40,0,0,25.4902,12.94118
56.311,-23.02955,-44.54416,13,-1.092812,-0.07453936,0.8540279,1328.75,7.02,26.66667,89.01961,12.16441,2.336205,32.15686,0,0,12.46274,0,0,17.9708,40,0,0,25.4902,12.94118
56.314,-23.02955,-44.54416,13,-0.8766825,-0.1822624,0.6361908,1328.75,7.02,26.66667,89.01961,12.16441,2.336205,32.15686,0,0,12.46274,0,0,17.9708,40,0,0,25.4902,12.94118
57.264,-23.02958,-44.54415,13,0.3186616,-1.312059,-0.06875428,1291.75,7.26,25.09804,89.01961,13.8069,2.416076,32.15686,0,0,12.46274,0,0,18.58518,35.68628,0,0,23.92157,12.15686
57.264,-23.02958,-44.54415,13,0.3186616,-1.312059,-0.06875428,1291.75,7.26,25.09804,89.01961,13.8069,2.416076,32.15686,0,0,12.46274,0,0,18.58518,35.68628,0,0,23.92157,12.15686
57.266,-23.02958,-44.54415,13,0.3186616,-1.312059,-0.06875428,1291.75,7.26,25.09804,89.01961,13.8069,2.416076,32.15686,0,0,12.46274,0,0,18.58518,35.68628,0,0,23.92157,12.15686
57.271,-23.02958,-44.54415,13,0.4869624,-1.330612,-0.399667,1291.75,7.26,25.09804,89.01961,13.8069,2.416076,32.15686,0,0,12.46274,0,0,18.58518,35.68628,0,0,23.92157,12.15686
57.280,-23.02958,-44.54415,13,0.5990837,-1.436943,-0.7959156,1291.75,7.26,25.09804,89.01961,13.8069,2.416076,32.15686,0,0,12.46274,0,0,18.58518,35.68628,0,0,23.92157,12.15686
57.285,-23.02958,-44.54415,13,0.6100703,-1.451527,-1.11549,1291.75,7.26,25.09804,89.01961,13.8069,2.416076,32.15686,0,0,12.46274,0,0,18.58518,35.68628,0,0,23.92157,12.15686
57.285,-23.02958,-44.54415,13,0.6100703,-1.451527,-1.11549,1291.75,7.26,25.09804,89.01961,13.8069,2.416076,32.15686,0,0,12.46274,0,0,18.58518,35.68628,0,0,23.92157,12.15686
57.286,-23.02958,-44.54415,13,0.6100703,-1.451527,-1.11549,1291.75,7.26,25.09804,89.01961,13.8069,2.416076,32.15686,0,0,12.46274,0,0,18.58518,35.68628,0,0,23.92157,12.15686
58.279,-23.02962,-44.54415,13,-0.6520026,0.5653479,-0.2255251,1295.75,5.72,30.98039,89.01961,13.32097,1.903575,32.15686,0,0,12.46274,0,0,14.64287,58.03922,0,0,31.76471,16.86275
58.280,-23.02962,-44.54415,13,-0.6520026,0.5653479,-0.2255251,1295.75,5.72,30.98039,89.01961,13.32097,1.903575,32.15686,0,0,12.46274,0,0,14.64287,58.03922,0,0,31.76471,16.86275
58.288,-23.02962,-44.54415,13,-0.5420697,0.5711982,-0.2142488,1295.75,5.72,30.98039,89.01961,13.32097,1.903575,32.15686,0,0,12.46274,0,0,14.64287,58.03922,0,0,31.76471,16.86275
58.289,-23.02962,-44.54415,13,-0.4785743,0.5471873,-0.2080854,1295.75,5.72,30.98039,89.01961,13.32097,1.903575,32.15686,0,0,12.46274,0,0,14.64287,58.03922,0,0,31.76471,16.86275
58.296,-23.02962,-44.54415,13,-0.4785743,0.5471873,-0.2080854,1295.75,5.72,30.98039,89.01961,13.32097,1.903575,32.15686,0,0,12.46274,0,0,14.64287,58.03922,0,0,31.76471,16.86275
58.300,-23.02962,-44.54415,13,-0.4500966,0.4788871,-0.1499168,1295.75,5.72,30.98039,89.01961,13.32097,1.903575,32.15686,0,0,12.46274,0,0,14.64287,58.03922,0,0,31.76471,16.86275
58.303,-23.02962,-44.54415,13,-0.4500966,0.4788871,-0.1499168,1295.75,5.72,30.98039,89.01961,13.32097,1.903575,32.15686,0,0,12.46274,0,0,14.64287,58.03922,0,0,31.76471,16.86275
58.303,-23.02962,-44.54415,13,-0.4500966,0.4788871,-0.1499168,1295.75,5.72,30.98039,89.01961,13.32097,1.903575,32.15686,0,0,12.46274,0,0,14.64287,58.03922,0,0,31.76471,16.86275
59.288,-23.02965,-44.54416,14,0.3603428,0.2399046,-1.395521,1889.75,17.46,36.07843,89.01961,13.57156,5.810562,32.15686,0,0,12.46274,0,0,41.50398,74.11765,0,0,36.47059,18.43137
59.289,-23.02965,-44.54416,14,0.3603428,0.2399046,-1.395521,1889.75,17.46,36.07843,89.01961,13.57156,5.810562,32.15686,0,0,12.46274,0,0,41.50398,74.11765,0,0,36.47059,18.43137
59.291,-23.02965,-44.54416,14,0.3603428,0.2399046,-1.395521,1889.75,17.46,36.07843,89.01961,13.57156,5.810562,32.15686,0,0,12.46274,0,0,41.50398,74.11765,0,0,36.47059,18.43137
59.294,-23.02965,-44.54416,14,0.3264042,0.2665752,-1.437195,1889.75,17.46,36.07843,89.01961,13.57156,5.810562,32.15686,0,0,12.46274,0,0,41.50398,74.11765,0,0,36.47059,18.43137
59.306,-23.02965,-44.54416,14,0.3264042,0.2665752,-1.437195,1889.75,17.46,36.07843,89.01961,13.57156,5.810562,32.15686,0,0,12.46274,0,0,41.50398,74.11765,0,0,36.47059,18.43137
59.307,-23.02965,-44.54416,14,0.3351034,0.3078342,-1.406276,1889.75,17.46,36.07843,89.01961,13.57156,5.810562,32.15686,0,0,12.46274,0,0,41.50398,74.11765,0,0,36.47059,18.43137
59.310,-23.02965,-44.54416,14,0.3888575,0.2901684,-1.322315,1889.75,17.46,36.07843,89.01961,13.57156,5.810562,32.15686,0,0,12.46274,0,0,41.50398,74.11765,0,0,36.47059,18.43137
59.311,-23.02965,-44.54416,14,0.3888575,0.2901684,-1.322315,1889.75,17.46,36.07843,89.01961,13.57156,5.810562,32.15686,0,0,12.46274,0,0,41.50398,74.11765,0,0,36.47059,18.43137
60.286,-23.02968,-44.54417,18,1.935359,0.3376689,-1.067577,1856,14.67,31.37255,89.01961,16.65454,4.88207,32.15686,0,0,12.46274,0,0,27.12259,40.39216,0,0,27.45098,13.72549
60.288,-23.02968,-44.54417,18,1.935359,0.3376689,-1.067577,1856,14.67,31.37255,89.01961,16.65454,4.88207,32.15686,0,0,12.46274,0,0,27.12259,40.39216,0,0,27.45098,13.72549
60.293,-23.02968,-44.54417,18,1.770357,0.2389039,-0.7549062,1856,14.67,31.37255,89.01961,16.65454,4.88207,32.15686,0,0,12.46274,0,0,27.12259,40.39216,0,0,27.45098,13.72549
60.299,-23.02968,-44.54417,18,1.524899,0.1655474,-0.47379,1856,14.67,31.37255,89.01961,16.65454,4.88207,32.15686,0,0,12.46274,0,0,27.12259,40.39216,0,0,27.45098,13.72549
60.301,-23.02968,-44.54417,18,1.524899,0.1655474,-0.47379,1856,14.67,31.37255,89.01961,16.65454,4.88207,32.15686,0,0,12.46274,0,0,27.12259,40.39216,0,0,27.45098,13.72549
60.302,-23.02968,-44.54417,18,1.524899,0.1655474,-0.47379,1856,14.67,31.37255,89.01961,16.65454,4.88207,32.15686,0,0,12.46274,0,0,27.12259,40.39216,0,0,27.45098,13.72549
60.306,-23.02968,-44.54417,18,1.524899,0.1655474,-0.47379,1856,14.67,31.37255,89.01961,16.65454,4.88207,32.15686,0,0,12.46274,0,0,27.12259,40.39216,0,0,27.45098,13.72549
60.307,-23.02968,-44.54417,18,1.524899,0.1655474,-0.47379,1856,14.67,31.37255,89.01961,16.65454,4.88207,32.15686,0,0,12.46274,0,0,27.12259,40.39216,0,0,27.45098,13.72549
61.297,-23.02973,-44.5442,19,-0.1244709,0.03002433,-0.3680767,1781.75,8.88,28.62745,89.01961,20.3619,2.9552,32.15686,0,0,12.46274,0,0,15.55367,34.11765,0,0,26.66667,13.33333
61.306,-23.02973,-44.5442,19,-0.06252363,-0.2856458,-0.1001909,1781.75,8.88,28.62745,89.01961,20.3619,2.9552,32.15686,0,0,12.46274,0,0,15.55367,34.11765,0,0,26.66667,13.33333
61.307,-23.02973,-44.5442,19,-0.06252363,-0.2856458,-0.1001909,1781.75,8.88,28.62745,89.01961,20.3619,2.9552,32.15686,0,0,12.46274,0,0,15.55367,34.11765,0,0,26.66667,13.33333
61.308,-23.02973,-44.5442,19,-0.06252363,-0.2856458,-0.1001909,1781.75,8.88,28.62745,89.01961,20.3619,2.9552,32.15686,0,0,12.46274,0,0,15.55367,34.11765,0,0,26.66667,13.33333
61.313,-23.02973,-44.5442,19,-0.1981414,-0.2554421,0.01854316,1781.75,8.88,28.62745,89.01961,20.3619,2.9552,32.15686,0,0,12.46274,0,0,15.55367,34.11765,0,0,26.66667,13.33333
61.314,-23.02973,-44.5442,19,-0.1981414,-0.2554421,0.01854316,1781.75,8.88,28.62745,89.01961,20.3619,2.9552,32.15686,0,0,12.46274,0,0,15.55367,34.11765,0,0,26.66667,13.33333
61.316,-23.02973,-44.5442,19,-0.1981414,-0.2554421,0.01854316,1781.75,8.88,28.62745,89.01961,20.3619,2.9552,32.15686,0,0,12.46274,0,0,15.55367,34.11765,0,0,26.66667,13.33333
61.319,-23.02973,-44.5442,19,-0.1981414,-0.2554421,0.01854316,1781.75,8.88,28.62745,89.01961,20.3619,2.9552,32.15686,0,0,12.46274,0,0,15.55367,34.11765,0,0,26.66667,13.33333
62.282,-23.02978,-44.54422,20,-0.9529371,0.106066,3.008146,1787.25,8.85,28.62745,89.01961,20.26765,2.945216,32.15686,0,0,12.46274,0,0,14.72607,34.90196,0,0,27.45098,14.11765
62.285,-23.02978,-44.54422,20,-0.9529371,0.106066,3.008146,1787.25,8.85,28.62745,89.01961,20.26765,2.945216,32.15686,0,0,12.46274,0,0,14.72607,34.90196,0,0,27.45098,14.11765
62.286,-23.02978,-44.54422,20,-0.9529371,0.106066,3.008146,1787.25,8.85,28.62745,89.01961,20.26765,2.945216,32.15686,0,0,12.46274,0,0,14.72607,34.90196,0,0,27.45098,14.11765
62.290,-23.02978,-44.54422,20,-0.9529371,0.106066,3.008146,1787.25,8.85,28.62745,89.01961,20.26765,2.945216,32.15686,0,0,12.46274,0,0,14.72607,34.90196,0,0,27.45098,14.11765
62.303,-23.02978,-44.54422,20,-0.9529371,0.106066,3.008146,1787.25,8.85,28.62745,89.01961,20.26765,2.945216,32.15686,0,0,12.46274,0,0,14.72607,34.90196,0,0,27.45098,14.11765
62.304,-23.02978,-44.54422,20,-0.9529371,0.106066,3.008146,1787.25,8.85,28.62745,89.01961,20.26765,2.945216,32.15686,0,0,12.46274,0,0,14.72607,34.90196,0,0,27.45098,14.11765
62.306,-23.02978,-44.54422,20,-0.9529371,0.106066,3.008146,1787.25,8.85,28.62745,89.01961,20.26765,2.945216,32.15686,0,0,12.46274,0,0,14.72607,34.90196,0,0,27.45098,14.11765
62.308,-23.02978,-44.54422,20,-1.205523,-0.03798116,2.678054,1787.25,8.85,28.62745,89.01961,20.26765,2.945216,32.15686,0,0,12.46274,0,0,14.72607,34.90196,0,0,27.45098,14.11765
63.274,-23.02983,-44.54422,20,0.01654219,0.3151226,-0.007055745,1765.5,9.53,29.41176,88.23529,20.73217,3.171515,32.15686,0,0,12.35294,0,0,15.85756,37.64706,0,0,27.84314,14.11765
63.278,-23.02983,-44.54422,20,0.01654219,0.3151226,-0.007055745,1765.5,9.53,29.41176,88.23529,20.73217,3.171515,32.15686,0,0,12.35294,0,0,15.85756,37.64706,0,0,27.84314,14.11765
63.279,-23.02983,-44.54422,20,0.01654219,0.3151226,-0.007055745,1765.5,9.53,29.41176,88.23529,20.73217,3.171515,32.15686,0,0,12.35294,0,0,15.85756,37.64706,0,0,27.84314,14.11765
63.284,-23.02983,-44.54422,20,0.1066947,0.01278039,0.07290417,1765.5,9.53,29.41176,88.23529,20.73217,3.171515,32.15686,0,0,12.35294,0,0,15.85756,37.64706,0,0,27.84314,14.11765
63.290,-23.02983,-44.54422,20,0.1066947,0.01278039,0.07290417,1765.5,9.53,29.41176,88.23529,20.73217,3.171515,32.15686,0,0,12.35294,0,0,15.85756,37.64706,0,0,27.84314,14.11765
63.300,-23.02983,-44.54422,20,0.1066947,0.01278039,0.07290417,1765.5,9.53,29.41176,88.23529,20.73217,3.171515,32.15686,0,0,12.35294,0,0,15.85756,37.64706,0,0,27.84314,14.11765
63.301,-23.02983,-44.54422,20,0.1066947,0.01278039,0.07290417,1765.5,9.53,29.41176,88.23529,20.73217,3.171515,32.15686,0,0,12.35294,0,0,15.85756,37.64706,0,0,27.84314,14.11765
63.303,-23.02983,-44.54422,20,0.1066947,0.01278039,0.07290417,1765.5,9.53,29.41176,88.23529,20.73217,3.171515,32.15686,0,0,12.35294,0,0,15.85756,37.64706,0,0,27.84314,14.11765
64.279,-23.02988,-44.54421,20,0.2004204,0.5535196,-0.7667263,1782,9.24,28.62745,88.23529,22.28093,3.075005,32.15686,0,0,12.35294,0,0,15.37502,34.5098,0,0,26.27451,13.33333
64.281,-23.02988,-44.54421,20,0.2004204,0.5535196,-0.7667263,1782,9.24,28.62745,88.23529,22.28093,3.075005,32.15686,0,0,12.35294,0,0,15.37502,34.5098,0,0,26.27451,13.33333
64.284,-23.02988,-44.54421,20,0.3564372,0.4689809,-0.8079971,1782,9.24,28.62745,88.23529,22.28093,3.075005,32.15686,0,0,12.35294,0,0,15.37502,34.5098,0,0,26.27451,13.33333
64.287,-23.02988,-44.54421,20,0.3564372,0.4689809,-0.8079971,1782,9.24,28.62745,88.23529,22.28093,3.075005,32.15686,0,0,12.35294,0,0,15.37502,34.5098,0,0,26.27451,13.33333
64.294,-23.02988,-44.54421,20,0.3564372,0.4689809,-0.8079971,1782,9.24,28.62745,88.23529,22.28093,3.075005,32.15686,0,0,12.35294,0,0,15.37502,34.5098,0,0,26.27451,13.33333
64.295,-23.02988,-44.54421,20,0.3564372,0.4689809,-0.8079971,1782,9.24,28.62745,88.23529,22.28093,3.075005,32.15686,0,0,12.35294,0,0,15.37502,34.5098,0,0,26.27451,13.33333
64.302,-23.02988,-44.54421,20,0.3564372,0.4689809,-0.8079971,1782,9.24,28.62745,88.23529,22.28093,3.075005,32.15686,0,0,12.35294,0,0,15.37502,34.5098,0,0,26.27451,13.33333
64.307,-23.02988,-44.54421,20,0.3564372,0.4689809,-0.8079971,1782,9.24,28.62745,88.23529,22.28093,3.075005,32.15686,0,0,12.35294,0,0,15.37502,34.5098,0,0,26.27451,13.33333
65.283,-23.02993,-44.54417,21,-1.107065,0.6953717,-0.630709,1876.5,8.88,28.62745,88.23529,22.64031,2.9552,32.15686,0,0,12.35294,0,0,14.07237,32.15686,0,0,26.66667,13.33333
65.290,-23.02993,-44.54417,21,-1.079005,0.3717425,0.2856037,1876.5,8.88,28.62745,88.23529,22.64031,2.9552,32.15686,0,0,12.35294,0,0,14.07237,32.15686,0,0,26.66667,13.33333
65.291,-23.02993,-44.54417,21,-1.079005,0.3717425,0.2856037,1876.5,8.88,28.62745,88.23529,22.64031,2.9552,32.15686,0,0,12.35294,0,0,14.07237,32.15686,0,0,26.66667,13.33333
65.293,-23.02993,-44.54417,21,-1.079005,0.3717425,0.2856037,1876.5,8.88,28.62745,88.23529,22.64031,2.9552,32.15686,0,0,12.35294,0,0,14.07237,32.15686,0,0,26.66667,13.33333
65.307,-23.02993,-44.54417,21,-1.079005,0.3717425,0.2856037,1876.5,8.88,28.62745,88.23529,22.64031,2.9552,32.15686,0,0,12.35294,0,0,14.07237,32.15686,0,0,26.66667,13.33333
65.311,-23.02993,-44.54417,21,-1.079005,0.3717425,0.2856037,1876.5,8.88,28.62745,88.23529,22.64031,2.9552,32.15686,0,0,12.35294,0,0,14.07237,32.15686,0,0,26.66667,13.33333
65.312,-23.02993,-44.54417,21,-1.079005,0.3717425,0.2856037,1876.5,8.88,28.62745,88.23529,22.64031,2.9552,32.15686,0,0,12.35294,0,0,14.07237,32.15686,0,0,26.66667,13.33333
65.313,-23.02993,-44.54417,21,-1.079005,0.3717425,0.2856037,1876.5,8.88,28.62745,88.23529,22.64031,2.9552,32.15686,0,0,12.35294,0,0,14.07237,32.15686,0,0,26.66667,13.33333
66.276,-23.02996,-44.54412,22,0.4837995,1.518628,0.4326398,1558.5,8.44,29.41176,88.23529,25.69588,2.808771,32.15686,0,0,12.35294,0,0,12.76713,50.19608,0,0,30.98039,15.68627
66.278,-23.02996,-44.54412,22,0.4837995,1.518628,0.4326398,1558.5,8.44,29.41176,88.23529,25.69588,2.808771,32.15686,0,0,12.35294,0,0,12.76713,50.19608,0,0,30.98039,15.68627
66.287,-23.02996,-44.54412,22,1.339838,0.5033308,0.7976714,1558.5,8.44,29.41176,88.23529,25.69588,2.808771,32.15686,0,0,12.35294,0,0,12.76713,50.19608,0,0,30.98039,15.68627
66.298,-23.02996,-44.54412,22,0.9612405,0.5805168,1.754015,1558.5,8.44,29.41176,88.23529,25.69588,2.808771,32.15686,0,0,12.35294,0,0,12.76713,50.19608,0,0,30.98039,15.68627
66.300,-23.02996,-44.54412,22,0.9612405,0.5805168,1.754015,1558.5,8.44,29.41176,88.23529,25.69588,2.808771,32.15686,0,0,12.35294,0,0,12.76713,50.19608,0,0,30.98039,15.68627
66.302,-23.02996,-44.54412,22,0.9612405,0.5805168,1.754015,1558.5,8.44,29.41176,88.23529,25.69588,2.808771,32.15686,0,0,12.35294,0,0,12.76713,50.19608,0,0,30.98039,15.68627
66.303,-23.02996,-44.54412,22,0.9612405,0.5805168,1.754015,1558.5,8.44,29.41176,88.23529,25.69588,2.808771,32.15686,0,0,12.35294,0,0,12.76713,50.19608,0,0,30.98039,15.68627
66.305,-23.02996,-44.54412,22,0.9612405,0.5805168,1.754015,1558.5,8.44,29.41176,88.23529,25.69588,2.808771,32.15686,0,0,12.35294,0,0,12.76713,50.19608,0,0,30.98039,15.68627
67.260,-23.02997,-44.54405,24,0.2257512,-0.5741733,0.4292702,1368,19.32,45.88235,88.23529,27.11647,6.429556,32.15686,0,0,12.35294,0,0,26.7898,95.68627,0,0,35.68628,18.03922
67.263,-23.02997,-44.54405,24,0.2257512,-0.5741733,0.4292702,1368,19.32,45.88235,88.23529,27.11647,6.429556,32.15686,0,0,12.35294,0,0,26.7898,95.68627,0,0,35.68628,18.03922
67.269,-23.02997,-44.54405,24,0.2257512,-0.5741733,0.4292702,1368,19.32,45.88235,88.23529,27.11647,6.429556,32.15686,0,0,12.35294,0,0,26.7898,95.68627,0,0,35.68628,18.03922
67.271,-23.02997,-44.54405,24,0.2257512,-0.5741733,0.4292702,1368,19.32,45.88235,88.23529,27.11647,6.429556,32.15686,0,0,12.35294,0,0,26.7898,95.68627,0,0,35.68628,18.03922
67.279,-23.02997,-44.54405,24,0.2257512,-0.5741733,0.4292702,1368,19.32,45.88235,88.23529,27.11647,6.429556,32.15686,0,0,12.35294,0,0,26.7898,95.68627,0,0,35.68628,18.03922
67.279,-23.02997,-44.54405,24,0.2257512,-0.5741733,0.4292702,1368,19.32,45.88235,88.23529,27.11647,6.429556,32.15686,0,0,12.35294,0,0,26.7898,95.68627,0,0,35.68628,18.03922
67.288,-23.02997,-44.54405,24,-0.1062396,-0.2497806,0.3145526,1368,19.32,45.88235,88.23529,27.11647,6.429556,32.15686,0,0,12.35294,0,0,26.7898,95.68627,0,0,35.68628,18.03922
67.288,-23.02997,-44.54405,24,-0.1062396,-0.2497806,0.3145526,1368,19.32,45.88235,88.23529,27.11647,6.429556,32.15686,0,0,12.35294,0,0,26.7898,95.68627,0,0,35.68628,18.03922
68.295,-23.02995,-44.54396,27,0.4604531,0.1863907,0.02602181,1567,20.42,55.68628,88.23529,31.04141,6.795629,32.15686,0,0,12.35294,0,0,25.16898,94.11765,0,0,39.60784,20
68.297,-23.02995,-44.54396,27,0.4604531,0.1863907,0.02602181,1567,20.42,55.68628,88.23529,31.04141,6.795629,32.15686,0,0,12.35294,0,0,25.16898,94.11765,0,0,39.60784,20
68.301,-23.02995,-44.54396,27,0.4604531,0.1863907,0.02602181,1567,20.42,55.68628,88.23529,31.04141,6.795629,32.15686,0,0,12.35294,0,0,25.16898,94.11765,0,0,39.60784,20
68.307,-23.02995,-44.54396,27,0.3350783,0.008758954,-0.1390425,1567,20.42,55.68628,88.23529,31.04141,6.795629,32.15686,0,0,12.35294,0,0,25.16898,94.11765,0,0,39.60784,20
68.317,-23.02995,-44.54396,27,0.3350783,0.008758954,-0.1390425,1567,20.42,55.68628,88.23529,31.04141,6.795629,32.15686,0,0,12.35294,0,0,25.16898,94.11765,0,0,39.60784,20
68.318,-23.02995,-44.54396,27,0.3350783,0.008758954,-0.1390425,1567,20.42,55.68628,88.23529,31.04141,6.795629,32.15686,0,0,12.35294,0,0,25.16898,94.11765,0,0,39.60784,20
68.322,-23.02995,-44.54396,27,0.3350783,0.008758954,-0.1390425,1567,20.42,55.68628,88.23529,31.04141,6.795629,32.15686,0,0,12.35294,0,0,25.16898,94.11765,0,0,39.60784,20
68.323,-23.02995,-44.54396,27,0.3350783,0.008758954,-0.1390425,1567,20.42,55.68628,88.23529,31.04141,6.795629,32.15686,0,0,12.35294,0,0,25.16898,94.11765,0,0,39.60784,20
69.275,-23.02991,-44.54388,29,-0.3400144,-0.2790987,-0.1131594,1691.5,22.07,56.47059,88.23529,32.82703,7.344737,32.15686,0,0,12.35294,0,0,25.32666,94.11765,0,0,40,20.39216
69.276,-23.02991,-44.54388,29,-0.3400144,-0.2790987,-0.1131594,1691.5,22.07,56.47059,88.23529,32.82703,7.344737,32.15686,0,0,12.35294,0,0,25.32666,94.11765,0,0,40,20.39216
69.282,-23.02991,-44.54388,29,-0.3400144,-0.2790987,-0.1131594,1691.5,22.07,56.47059,88.23529,32.82703,7.344737,32.15686,0,0,12.35294,0,0,25.32666,94.11765,0,0,40,20.39216
69.283,-23.02991,-44.54388,29,-0.3400144,-0.2790987,-0.1131594,1691.5,22.07,56.47059,88.23529,32.82703,7.344737,32.15686,0,0,12.35294,0,0,25.32666,94.11765,0,0,40,20.39216
69.296,-23.02991,-44.54388,29,-0.634619,-0.07863563,-0.01424733,1691.5,22.07,56.47059,88.23529,32.82703,7.344737,32.15686,0,0,12.35294,0,0,25.32666,94.11765,0,0,40,20.39216
69.299,-23.02991,-44.54388,29,-0.634619,-0.07863563,-0.01424733,1691.5,22.07,56.47059,88.23529,32.82703,7.344737,32.15686,0,0,12.35294,0,0,25.32666,94.11765,0,0,40,20.39216
69.300,-23.02991,-44.54388,29,-0.634619,-0.07863563,-0.01424733,1691.5,22.07,56.47059,88.23529,32.82703,7.344737,32.15686,0,0,12.35294,0,0,25.32666,94.11765,0,0,40,20.39216
69.302,-23.02991,-44.54388,29,-0.634619,-0.07863563,-0.01424733,1691.5,22.07,56.47059,88.23529,32.82703,7.344737,32.15686,0,0,12.35294,0,0,25.32666,94.11765,0,0,40,20.39216
70.277,-23.02987,-44.5438,34,-0.2686543,0.4034981,0.03154793,1960.5,25.49,57.2549,88.23529,37.99784,8.482888,32.15686,0,0,12.35294,0,0,24.94965,93.33334,0,0,39.60784,20
70.279,-23.02987,-44.5438,34,-0.2686543,0.4034981,0.03154793,1960.5,25.49,57.2549,88.23529,37.99784,8.482888,32.15686,0,0,12.35294,0,0,24.94965,93.33334,0,0,39.60784,20
70.285,-23.02987,-44.5438,34,-0.2686543,0.4034981,0.03154793,1960.5,25.49,57.2549,88.23529,37.99784,8.482888,32.15686,0,0,12.35294,0,0,24.94965,93.33334,0,0,39.60784,20
70.285,-23.02987,-44.5438,34,-0.2686543,0.4034981,0.03154793,1960.5,25.49,57.2549,88.23529,37.99784,8.482888,32.15686,0,0,12.35294,0,0,24.94965,93.33334,0,0,39.60784,20
70.302,-23.02987,-44.5438,36,-0.2597706,0.2946176,-0.2998309,2077.5,27.23,57.2549,88.23529,37.99784,9.061948,32.15686,0,0,12.35294,0,0,25.17206,92.54902,0,0,39.60784,20
