# StartTime = 01/19/2024 01:25:31.1282 PM
# FuelCalculationMethod = MassAirFlow
Time (sec), Latitude (deg), Longitude (deg), Vehicle speed (km/h), Accel X (m/s²), Accel Y (m/s²), Accel Z (m/s²), Engine RPM (RPM), Mass air flow rate (g/s), Absolute throttle position (%), Fuel level input (%), GPS Speed (km/h), Fuel rate (l/hr), Alcohol fuel percentage (%), Engine fuel rate (l/hr), Vehicle Fuel Rate (g/s), Fuel Remaining (l), Fuel Level Input A (%), Fuel Level Input B (%), Instant fuel economy (l/100 km), Calculated load value (%), Fuel rail pressure (kPa), Fuel rail pressure relative to manifold vacuum (kPa), Accelerator pedal position D (%), Accelerator pedal position E (%)
1114.338,-22.97213,-44.44642,80,0.264299,-0.2941925,-1.184684,1748.75,15.53,26.27451,88.62745,79.98851,5.168272,29.01961,0,0,12.40784,0,0,6.460335,25.09804,0,0,20.78431,10.58823
1114.339,-22.97213,-44.44642,80,0.264299,-0.2941925,-1.184684,1748.75,15.53,26.27451,88.62745,79.98851,5.168272,29.01961,0,0,12.40784,0,0,6.460335,25.09804,0,0,20.78431,10.58823
1114.341,-22.97213,-44.44642,80,0.264299,-0.2941925,-1.184684,1748.75,15.53,26.27451,88.62745,79.98851,5.168272,29.01961,0,0,12.40784,0,0,6.460335,25.09804,0,0,20.78431,10.58823
1114.342,-22.97213,-44.44642,80,0.264299,-0.2941925,-1.184684,1748.75,15.53,26.27451,88.62745,79.98851,5.168272,29.01961,0,0,12.40784,0,0,6.460335,25.09804,0,0,20.78431,10.58823
1114.344,-22.97213,-44.44642,80,0.264299,-0.2941925,-1.184684,1748.75,15.53,26.27451,88.62745,79.98851,5.168272,29.01961,0,0,12.40784,0,0,6.460335,25.09804,0,0,20.78431,10.58823
1114.345,-22.97213,-44.44642,80,0.264299,-0.2941925,-1.184684,1748.75,15.53,26.27451,88.62745,79.98851,5.168272,29.01961,0,0,12.40784,0,0,6.460335,25.09804,0,0,20.78431,10.58823
1115.278,-22.97202,-44.44624,79,0.6801609,-0.3467098,-0.5833486,1729.25,5.63,23.13725,88.62745,80.4548,1.873623,29.01961,0,0,12.40784,0,0,2.371673,22.35294,0,0,20.78431,10.58823
1115.282,-22.97202,-44.44624,79,0.4300764,-0.4499223,-0.02649874,1729.25,5.63,23.13725,88.62745,80.4548,1.873623,29.01961,0,0,12.40784,0,0,2.371673,22.35294,0,0,20.78431,10.58823
1115.283,-22.97202,-44.44624,79,0.4300764,-0.4499223,-0.02649874,1729.25,5.63,23.13725,88.62745,80.4548,1.873623,29.01961,0,0,12.40784,0,0,2.371673,22.35294,0,0,20.78431,10.58823
1115.288,-22.97202,-44.44624,79,0.4300764,-0.4499223,-0.02649874,1729.25,5.63,23.13725,88.62745,80.4548,1.873623,29.01961,0,0,12.40784,0,0,2.371673,22.35294,0,0,20.78431,10.58823
1115.289,-22.97202,-44.44624,79,0.4300764,-0.4499223,-0.02649874,1729.25,5.63,23.13725,88.62745,80.4548,1.873623,29.01961,0,0,12.40784,0,0,2.371673,22.35294,0,0,20.78431,10.58823
1115.293,-22.97202,-44.44624,79,0.4300764,-0.4499223,-0.02649874,1729.25,5.63,23.13725,88.62745,80.4548,1.873623,29.01961,0,0,12.40784,0,0,2.371673,22.35294,0,0,20.78431,10.58823
1115.295,-22.97202,-44.44624,79,0.4300764,-0.4499223,-0.02649874,1729.25,5.63,23.13725,88.62745,80.4548,1.873623,29.01961,0,0,12.40784,0,0,2.371673,22.35294,0,0,20.78431,10.58823
1115.304,-22.97202,-44.44624,79,0.4654348,0.295862,1.057484,1729.25,5.63,23.13725,88.62745,80.4548,1.873623,29.01961,0,0,12.40784,0,0,2.371673,22.35294,0,0,20.78431,10.58823
1115.305,-22.97202,-44.44624,79,0.4654348,0.295862,1.057484,1729.25,5.63,23.13725,88.62745,80.4548,1.873623,29.01961,0,0,12.40784,0,0,2.371673,22.35294,0,0,20.78431,10.58823
1115.306,-22.97202,-44.44624,79,0.4654348,0.295862,1.057484,1729.25,5.63,23.13725,88.62745,80.4548,1.873623,29.01961,0,0,12.40784,0,0,2.371673,22.35294,0,0,20.78431,10.58823
1115.307,-22.97202,-44.44624,79,0.4654348,0.295862,1.057484,1729.25,5.63,23.13725,88.62745,80.4548,1.873623,29.01961,0,0,12.40784,0,0,2.371673,22.35294,0,0,20.78431,10.58823
1115.309,-22.97202,-44.44624,79,0.4654348,0.295862,1.057484,1729.25,5.63,23.13725,88.62745,80.4548,1.873623,29.01961,0,0,12.40784,0,0,2.371673,22.35294,0,0,20.78431,10.58823
1116.290,-22.97191,-44.44606,79,0.981822,0.1165072,-1.724561,1700.5,5.56,22.7451,82.35294,79.0281,1.850328,29.01961,0,0,11.52941,0,0,2.342185,21.96078,0,0,20.78431,10.58823
1116.303,-22.97191,-44.44606,79,0.981822,0.1165072,-1.724561,1700.5,5.56,22.7451,82.35294,79.0281,1.850328,29.01961,0,0,11.52941,0,0,2.342185,21.96078,0,0,20.78431,10.58823
1116.313,-22.97191,-44.44606,79,-1.798934,0.5633057,1.277565,1700.5,5.56,22.7451,82.35294,79.0281,1.850328,29.01961,0,0,11.52941,0,0,2.342185,21.96078,0,0,20.78431,10.58823
1116.315,-22.97191,-44.44606,79,-1.798934,0.5633057,1.277565,1700.5,5.56,22.7451,82.35294,79.0281,1.850328,29.01961,0,0,11.52941,0,0,2.342185,21.96078,0,0,20.78431,10.58823
1116.321,-22.97191,-44.44606,79,-1.798934,0.5633057,1.277565,1700.5,5.56,22.7451,82.35294,79.0281,1.850328,29.01961,0,0,11.52941,0,0,2.342185,21.96078,0,0,20.78431,10.58823
1116.330,-22.97191,-44.44606,79,-0.06452969,-0.3723817,0.1583227,1700.5,5.56,22.7451,82.35294,79.0281,1.850328,29.01961,0,0,11.52941,0,0,2.342185,21.96078,0,0,20.78431,10.58823
1116.332,-22.97191,-44.44606,79,-0.06452969,-0.3723817,0.1583227,1700.5,5.56,22.7451,82.35294,79.0281,1.850328,29.01961,0,0,11.52941,0,0,2.342185,21.96078,0,0,20.78431,10.58823
1116.334,-22.97191,-44.44606,79,-0.06452969,-0.3723817,0.1583227,1700.5,5.56,22.7451,82.35294,79.0281,1.850328,29.01961,0,0,11.52941,0,0,2.342185,21.96078,0,0,20.78431,10.58823
1116.336,-22.97191,-44.44606,79,-0.06452969,-0.3723817,0.1583227,1700.5,5.56,22.7451,82.35294,79.0281,1.850328,29.01961,0,0,11.52941,0,0,2.342185,21.96078,0,0,20.78431,10.58823
1116.338,-22.97191,-44.44606,79,-0.06452969,-0.3723817,0.1583227,1700.5,5.56,22.7451,82.35294,79.0281,1.850328,29.01961,0,0,11.52941,0,0,2.342185,21.96078,0,0,20.78431,10.58823
1116.340,-22.97191,-44.44606,79,-0.06452969,-0.3723817,0.1583227,1700.5,5.56,22.7451,82.35294,79.0281,1.850328,29.01961,0,0,11.52941,0,0,2.342185,21.96078,0,0,20.78431,10.58823
1116.342,-22.97191,-44.44606,79,0.3617523,0.2125857,-0.7548411,1700.5,5.56,22.7451,82.35294,79.0281,1.850328,29.01961,0,0,11.52941,0,0,2.342185,21.96078,0,0,20.78431,10.58823
1117.296,-22.9718,-44.44588,78,-0.3612445,0.9960369,-0.1089677,1678.25,5.47,22.7451,82.35294,77.90889,1.820377,29.01961,0,0,11.52941,0,0,2.333814,21.96078,0,0,20.78431,10.58823
1117.302,-22.9718,-44.44588,78,-0.3612445,0.9960369,-0.1089677,1678.25,5.47,22.7451,82.35294,77.90889,1.820377,29.01961,0,0,11.52941,0,0,2.333814,21.96078,0,0,20.78431,10.58823
1117.310,-22.9718,-44.44588,78,0.4710859,-0.5913213,0.03749899,1678.25,5.47,22.7451,82.35294,77.90889,1.820377,29.01961,0,0,11.52941,0,0,2.333814,21.96078,0,0,20.78431,10.58823
1117.315,-22.9718,-44.44588,78,0.4710859,-0.5913213,0.03749899,1678.25,5.47,22.7451,82.35294,77.90889,1.820377,29.01961,0,0,11.52941,0,0,2.333814,21.96078,0,0,20.78431,10.58823
1117.317,-22.9718,-44.44588,78,0.4710859,-0.5913213,0.03749899,1678.25,5.47,22.7451,82.35294,77.90889,1.820377,29.01961,0,0,11.52941,0,0,2.333814,21.96078,0,0,20.78431,10.58823
1117.321,-22.9718,-44.44588,78,0.4710859,-0.5913213,0.03749899,1678.25,5.47,22.7451,82.35294,77.90889,1.820377,29.01961,0,0,11.52941,0,0,2.333814,21.96078,0,0,20.78431,10.58823
1117.327,-22.9718,-44.44588,78,-0.4531671,-0.070465,0.6360897,1678.25,5.47,22.7451,82.35294,77.90889,1.820377,29.01961,0,0,11.52941,0,0,2.333814,21.96078,0,0,20.78431,10.58823
1117.334,-22.9718,-44.44588,78,-0.4531671,-0.070465,0.6360897,1678.25,5.47,22.7451,82.35294,77.90889,1.820377,29.01961,0,0,11.52941,0,0,2.333814,21.96078,0,0,20.78431,10.58823
1117.336,-22.9718,-44.44588,78,-0.4531671,-0.070465,0.6360897,1678.25,5.47,22.7451,82.35294,77.90889,1.820377,29.01961,0,0,11.52941,0,0,2.333814,21.96078,0,0,20.78431,10.58823
1117.342,-22.9718,-44.44588,78,-0.4531671,-0.070465,0.6360897,1678.25,5.47,22.7451,82.35294,77.90889,1.820377,29.01961,0,0,11.52941,0,0,2.333814,21.96078,0,0,20.78431,10.58823
1117.344,-22.9718,-44.44588,78,-0.5692531,-0.2193327,1.222947,1678.25,5.47,22.7451,82.35294,77.90889,1.820377,29.01961,0,0,11.52941,0,0,2.333814,21.96078,0,0,20.78431,10.58823
1117.345,-22.9718,-44.44588,78,-0.5692531,-0.2193327,1.222947,1678.25,5.47,22.7451,82.35294,77.90889,1.820377,29.01961,0,0,11.52941,0,0,2.333814,21.96078,0,0,20.78431,10.58823
1118.294,-22.97169,-44.44571,77,0.5284185,0.2857411,0.3304964,1655,5.38,22.7451,82.35294,76.93501,1.790425,29.01961,0,0,11.52941,0,0,2.325226,22.35294,0,0,20.78431,10.58823
1118.298,-22.97169,-44.44571,77,0.5284185,0.2857411,0.3304964,1655,5.38,22.7451,82.35294,76.93501,1.790425,29.01961,0,0,11.52941,0,0,2.325226,22.35294,0,0,20.78431,10.58823
1118.302,-22.97169,-44.44571,77,0.5284185,0.2857411,0.3304964,1655,5.38,22.7451,82.35294,76.93501,1.790425,29.01961,0,0,11.52941,0,0,2.325226,22.35294,0,0,20.78431,10.58823
1118.303,-22.97169,-44.44571,77,0.5284185,0.2857411,0.3304964,1655,5.38,22.7451,82.35294,76.93501,1.790425,29.01961,0,0,11.52941,0,0,2.325226,22.35294,0,0,20.78431,10.58823
1118.307,-22.97169,-44.44571,77,0.5284185,0.2857411,0.3304964,1655,5.38,22.7451,82.35294,76.93501,1.790425,29.01961,0,0,11.52941,0,0,2.325226,22.35294,0,0,20.78431,10.58823
1118.314,-22.97169,-44.44571,77,0.5861537,-0.3449332,0.02511095,1655,5.38,22.7451,82.35294,76.93501,1.790425,29.01961,0,0,11.52941,0,0,2.325226,22.35294,0,0,20.78431,10.58823
1118.320,-22.97169,-44.44571,77,0.5861537,-0.3449332,0.02511095,1655,5.38,22.7451,82.35294,76.93501,1.790425,29.01961,0,0,11.52941,0,0,2.325226,22.35294,0,0,20.78431,10.58823
1118.323,-22.97169,-44.44571,77,0.5861537,-0.3449332,0.02511095,1655,5.38,22.7451,82.35294,76.93501,1.790425,29.01961,0,0,11.52941,0,0,2.325226,22.35294,0,0,20.78431,10.58823
1118.326,-22.97169,-44.44571,77,0.4249257,0.05442807,0.951848,1655,5.38,22.7451,82.35294,76.93501,1.790425,29.01961,0,0,11.52941,0,0,2.325226,22.35294,0,0,20.78431,10.58823
1118.327,-22.97169,-44.44571,77,0.4249257,0.05442807,0.951848,1655,5.38,22.7451,82.35294,76.93501,1.790425,29.01961,0,0,11.52941,0,0,2.325226,22.35294,0,0,20.78431,10.58823
1118.328,-22.97169,-44.44571,77,0.4249257,0.05442807,0.951848,1655,5.38,22.7451,82.35294,76.93501,1.790425,29.01961,0,0,11.52941,0,0,2.325226,22.35294,0,0,20.78431,10.58823
1118.329,-22.97169,-44.44571,77,0.4249257,0.05442807,0.951848,1655,5.38,22.7451,82.35294,76.93501,1.790425,29.01961,0,0,11.52941,0,0,2.325226,22.35294,0,0,20.78431,10.58823
1119.333,-22.97159,-44.44554,76,0.7564241,-0.05572188,-0.4751785,1635.75,5.34,22.35294,82.35294,76.57309,1.777113,29.01961,0,0,11.52941,0,0,2.338305,22.35294,0,0,20.78431,10.58823
1119.334,-22.97159,-44.44554,76,0.7564241,-0.05572188,-0.4751785,1635.75,5.34,22.35294,82.35294,76.57309,1.777113,29.01961,0,0,11.52941,0,0,2.338305,22.35294,0,0,20.78431,10.58823
1119.335,-22.97159,-44.44554,76,0.7564241,-0.05572188,-0.4751785,1635.75,5.34,22.35294,82.35294,76.57309,1.777113,29.01961,0,0,11.52941,0,0,2.338305,22.35294,0,0,20.78431,10.58823
1119.335,-22.97159,-44.44554,76,0.7564241,-0.05572188,-0.4751785,1635.75,5.34,22.35294,82.35294,76.57309,1.777113,29.01961,0,0,11.52941,0,0,2.338305,22.35294,0,0,20.78431,10.58823
1119.335,-22.97159,-44.44554,76,0.7564241,-0.05572188,-0.4751785,1635.75,5.34,22.35294,82.35294,76.57309,1.777113,29.01961,0,0,11.52941,0,0,2.338305,22.35294,0,0,20.78431,10.58823
1119.336,-22.97159,-44.44554,76,0.7564241,-0.05572188,-0.4751785,1635.75,5.34,22.35294,82.35294,76.57309,1.777113,29.01961,0,0,11.52941,0,0,2.338305,22.35294,0,0,20.78431,10.58823
1119.336,-22.97159,-44.44554,76,0.7564241,-0.05572188,-0.4751785,1635.75,5.34,22.35294,82.35294,76.57309,1.777113,29.01961,0,0,11.52941,0,0,2.338305,22.35294,0,0,20.78431,10.58823
1119.337,-22.97159,-44.44554,76,0.7564241,-0.05572188,-0.4751785,1635.75,5.34,22.35294,82.35294,76.57309,1.777113,29.01961,0,0,11.52941,0,0,2.338305,22.35294,0,0,20.78431,10.58823
1119.337,-22.97159,-44.44554,76,0.7564241,-0.05572188,-0.4751785,1635.75,5.34,22.35294,82.35294,76.57309,1.777113,29.01961,0,0,11.52941,0,0,2.338305,22.35294,0,0,20.78431,10.58823
1119.338,-22.97159,-44.44554,76,0.7564241,-0.05572188,-0.4751785,1635.75,5.34,22.35294,82.35294,76.57309,1.777113,29.01961,0,0,11.52941,0,0,2.338305,22.35294,0,0,20.78431,10.58823
1119.339,-22.97159,-44.44554,76,0.7564241,-0.05572188,-0.4751785,1635.75,5.34,22.35294,82.35294,76.57309,1.777113,29.01961,0,0,11.52941,0,0,2.338305,22.35294,0,0,20.78431,10.58823
1119.339,-22.97159,-44.44554,76,0.7564241,-0.05572188,-0.4751785,1635.75,5.34,22.35294,82.35294,76.57309,1.777113,29.01961,0,0,11.52941,0,0,2.338305,22.35294,0,0,20.78431,10.58823
1120.305,-22.97148,-44.44537,74,-0.01253887,0.3397373,-0.0485964,1584.25,5.16,22.35294,82.35294,73.20551,1.717211,29.01961,0,0,11.52941,0,0,2.320553,22.35294,0,0,20.78431,10.58823
1120.311,-22.97148,-44.44537,74,-0.01253887,0.3397373,-0.0485964,1584.25,5.16,22.35294,82.35294,73.20551,1.717211,29.01961,0,0,11.52941,0,0,2.320553,22.35294,0,0,20.78431,10.58823
1120.320,-22.97148,-44.44537,74,-0.7306515,0.9141182,0.7953954,1584.25,5.16,22.35294,82.35294,73.20551,1.717211,29.01961,0,0,11.52941,0,0,2.320553,22.35294,0,0,20.78431,10.58823
1120.321,-22.97148,-44.44537,74,-0.7306515,0.9141182,0.7953954,1584.25,5.16,22.35294,82.35294,73.20551,1.717211,29.01961,0,0,11.52941,0,0,2.320553,22.35294,0,0,20.78431,10.58823
1120.326,-22.97148,-44.44537,74,-0.7306515,0.9141182,0.7953954,1584.25,5.16,22.35294,82.35294,73.20551,1.717211,29.01961,0,0,11.52941,0,0,2.320553,22.35294,0,0,20.78431,10.58823
1120.331,-22.97148,-44.44537,74,-0.7306515,0.9141182,0.7953954,1584.25,5.16,22.35294,82.35294,73.20551,1.717211,29.01961,0,0,11.52941,0,0,2.320553,22.35294,0,0,20.78431,10.58823
1120.334,-22.97148,-44.44537,74,-0.7306515,0.9141182,0.7953954,1584.25,5.16,22.35294,82.35294,73.20551,1.717211,29.01961,0,0,11.52941,0,0,2.320553,22.35294,0,0,20.78431,10.58823
1120.335,-22.97148,-44.44537,74,-0.7306515,0.9141182,0.7953954,1584.25,5.16,22.35294,82.35294,73.20551,1.717211,29.01961,0,0,11.52941,0,0,2.320553,22.35294,0,0,20.78431,10.58823
1120.336,-22.97148,-44.44537,74,-0.7306515,0.9141182,0.7953954,1584.25,5.16,22.35294,82.35294,73.20551,1.717211,29.01961,0,0,11.52941,0,0,2.320553,22.35294,0,0,20.78431,10.58823
1120.340,-22.97148,-44.44537,74,-0.5212573,-0.03228638,0.03916057,1584.25,5.16,22.35294,82.35294,73.20551,1.717211,29.01961,0,0,11.52941,0,0,2.320553,22.35294,0,0,20.78431,10.58823
1120.341,-22.97148,-44.44537,74,-0.5212573,-0.03228638,0.03916057,1584.25,5.16,22.35294,82.35294,73.20551,1.717211,29.01961,0,0,11.52941,0,0,2.320553,22.35294,0,0,20.78431,10.58823
1120.344,-22.97148,-44.44537,74,-0.5212573,-0.03228638,0.03916057,1584.25,5.16,22.35294,82.35294,73.20551,1.717211,29.01961,0,0,11.52941,0,0,2.320553,22.35294,0,0,20.78431,10.58823
1121.299,-22.97139,-44.44521,72,0.59196,0.3270772,-1.0061,1552.75,5.13,21.96078,73.72549,72.11368,1.707227,29.01961,0,0,10.32157,0,0,2.371147,21.96078,0,0,20.78431,10.58823
1121.302,-22.97139,-44.44521,72,0.59196,0.3270772,-1.0061,1552.75,5.13,21.96078,73.72549,72.11368,1.707227,29.01961,0,0,10.32157,0,0,2.371147,21.96078,0,0,20.78431,10.58823
1121.306,-22.97139,-44.44521,72,0.59196,0.3270772,-1.0061,1552.75,5.13,21.96078,73.72549,72.11368,1.707227,29.01961,0,0,10.32157,0,0,2.371147,21.96078,0,0,20.78431,10.58823
1121.309,-22.97139,-44.44521,72,0.59196,0.3270772,-1.0061,1552.75,5.13,21.96078,73.72549,72.11368,1.707227,29.01961,0,0,10.32157,0,0,2.371147,21.96078,0,0,20.78431,10.58823
1121.314,-22.97139,-44.44521,72,0.59196,0.3270772,-1.0061,1552.75,5.13,21.96078,73.72549,72.11368,1.707227,29.01961,0,0,10.32157,0,0,2.371147,21.96078,0,0,20.78431,10.58823
1121.319,-22.97139,-44.44521,72,0.59196,0.3270772,-1.0061,1552.75,5.13,21.96078,73.72549,72.11368,1.707227,29.01961,0,0,10.32157,0,0,2.371147,21.96078,0,0,20.78431,10.58823
1121.324,-22.97139,-44.44521,72,0.353109,0.7315043,-0.3576035,1552.75,5.13,21.96078,73.72549,72.11368,1.707227,29.01961,0,0,10.32157,0,0,2.371147,21.96078,0,0,20.78431,10.58823
1121.326,-22.97139,-44.44521,72,0.353109,0.7315043,-0.3576035,1552.75,5.13,21.96078,73.72549,72.11368,1.707227,29.01961,0,0,10.32157,0,0,2.371147,21.96078,0,0,20.78431,10.58823
1121.328,-22.97139,-44.44521,72,0.353109,0.7315043,-0.3576035,1552.75,5.13,21.96078,73.72549,72.11368,1.707227,29.01961,0,0,10.32157,0,0,2.371147,21.96078,0,0,20.78431,10.58823
1121.329,-22.97139,-44.44521,72,0.353109,0.7315043,-0.3576035,1552.75,5.13,21.96078,73.72549,72.11368,1.707227,29.01961,0,0,10.32157,0,0,2.371147,21.96078,0,0,20.78431,10.58823
1121.330,-22.97139,-44.44521,72,0.353109,0.7315043,-0.3576035,1552.75,5.13,21.96078,73.72549,72.11368,1.707227,29.01961,0,0,10.32157,0,0,2.371147,21.96078,0,0,20.78431,10.58823
1121.331,-22.97139,-44.44521,72,0.353109,0.7315043,-0.3576035,1552.75,5.13,21.96078,73.72549,72.11368,1.707227,29.01961,0,0,10.32157,0,0,2.371147,21.96078,0,0,20.78431,10.58823
1122.286,-22.97129,-44.44505,71,0.09296391,-0.3953057,0.372406,1532.25,4.86,22.35294,73.72549,70.49467,1.617373,29.01961,0,0,10.32157,0,0,2.277988,22.7451,0,0,25.09804,12.54902
1122.290,-22.97129,-44.44505,71,0.09296391,-0.3953057,0.372406,1532.25,4.86,22.35294,73.72549,70.49467,1.617373,29.01961,0,0,10.32157,0,0,2.277988,22.7451,0,0,25.09804,12.54902
1122.296,-22.97129,-44.44505,71,0.09296391,-0.3953057,0.372406,1532.25,4.86,22.35294,73.72549,70.49467,1.617373,29.01961,0,0,10.32157,0,0,2.277988,22.7451,0,0,25.09804,12.54902
1122.306,-22.97129,-44.44505,71,0.8525451,0.2135529,-0.3808753,1532.25,4.86,22.35294,73.72549,70.49467,1.617373,29.01961,0,0,10.32157,0,0,2.277988,22.7451,0,0,25.09804,12.54902
1122.313,-22.97129,-44.44505,71,0.8525451,0.2135529,-0.3808753,1532.25,4.86,22.35294,73.72549,70.49467,1.617373,29.01961,0,0,10.32157,0,0,2.277988,22.7451,0,0,25.09804,12.54902
1122.319,-22.97129,-44.44505,71,0.8525451,0.2135529,-0.3808753,1532.25,4.86,22.35294,73.72549,70.49467,1.617373,29.01961,0,0,10.32157,0,0,2.277988,22.7451,0,0,25.09804,12.54902
1122.321,-22.97129,-44.44505,71,-0.1408201,-0.4021395,0.3887509,1532.25,4.86,22.35294,73.72549,70.49467,1.617373,29.01961,0,0,10.32157,0,0,2.277988,22.7451,0,0,25.09804,12.54902
1122.328,-22.97129,-44.44505,71,-0.1408201,-0.4021395,0.3887509,1532.25,4.86,22.35294,73.72549,70.49467,1.617373,29.01961,0,0,10.32157,0,0,2.277988,22.7451,0,0,25.09804,12.54902
1122.329,-22.97129,-44.44505,71,-0.1408201,-0.4021395,0.3887509,1532.25,4.86,22.35294,73.72549,70.49467,1.617373,29.01961,0,0,10.32157,0,0,2.277988,22.7451,0,0,25.09804,12.54902
1122.330,-22.97129,-44.44505,71,-0.1408201,-0.4021395,0.3887509,1532.25,4.86,22.35294,73.72549,70.49467,1.617373,29.01961,0,0,10.32157,0,0,2.277988,22.7451,0,0,25.09804,12.54902
1122.331,-22.97129,-44.44505,71,-0.1408201,-0.4021395,0.3887509,1532.25,4.86,22.35294,73.72549,70.49467,1.617373,29.01961,0,0,10.32157,0,0,2.277988,22.7451,0,0,25.09804,12.54902
1122.334,-22.97129,-44.44505,71,-0.1408201,-0.4021395,0.3887509,1532.25,4.86,22.35294,73.72549,70.49467,1.617373,29.01961,0,0,10.32157,0,0,2.277988,22.7451,0,0,25.09804,12.54902
1123.290,-22.97119,-44.44489,70,0.1602077,-0.8869133,-0.3887847,1555.75,6.17,25.88235,73.72549,70.38023,2.053331,29.01961,0,0,10.32157,0,0,2.933328,30.19608,0,0,25.09804,12.54902
1123.295,-22.97119,-44.44489,70,0.1602077,-0.8869133,-0.3887847,1555.75,6.17,25.88235,73.72549,70.38023,2.053331,29.01961,0,0,10.32157,0,0,2.933328,30.19608,0,0,25.09804,12.54902
1123.299,-22.97119,-44.44489,70,0.1602077,-0.8869133,-0.3887847,1555.75,6.17,25.88235,73.72549,70.38023,2.053331,29.01961,0,0,10.32157,0,0,2.933328,30.19608,0,0,25.09804,12.54902
1123.309,-22.97119,-44.44489,70,1.141601,-0.1829651,-0.4102863,1555.75,6.17,25.88235,73.72549,70.38023,2.053331,29.01961,0,0,10.32157,0,0,2.933328,30.19608,0,0,25.09804,12.54902
1123.311,-22.97119,-44.44489,70,1.141601,-0.1829651,-0.4102863,1555.75,6.17,25.88235,73.72549,70.38023,2.053331,29.01961,0,0,10.32157,0,0,2.933328,30.19608,0,0,25.09804,12.54902
1123.313,-22.97119,-44.44489,70,1.141601,-0.1829651,-0.4102863,1555.75,6.17,25.88235,73.72549,70.38023,2.053331,29.01961,0,0,10.32157,0,0,2.933328,30.19608,0,0,25.09804,12.54902
1123.318,-22.97119,-44.44489,70,1.141601,-0.1829651,-0.4102863,1555.75,6.17,25.88235,73.72549,70.38023,2.053331,29.01961,0,0,10.32157,0,0,2.933328,30.19608,0,0,25.09804,12.54902
1123.319,-22.97119,-44.44489,70,1.141601,-0.1829651,-0.4102863,1555.75,6.17,25.88235,73.72549,70.38023,2.053331,29.01961,0,0,10.32157,0,0,2.933328,30.19608,0,0,25.09804,12.54902
1123.321,-22.97119,-44.44489,70,1.141601,-0.1829651,-0.4102863,1555.75,6.17,25.88235,73.72549,70.38023,2.053331,29.01961,0,0,10.32157,0,0,2.933328,30.19608,0,0,25.09804,12.54902
1123.323,-22.97119,-44.44489,70,0.2543319,-0.08511166,-0.9492968,1555.75,6.17,25.88235,73.72549,70.38023,2.053331,29.01961,0,0,10.32157,0,0,2.933328,30.19608,0,0,25.09804,12.54902
1123.325,-22.97119,-44.44489,70,0.2543319,-0.08511166,-0.9492968,1555.75,6.17,25.88235,73.72549,70.38023,2.053331,29.01961,0,0,10.32157,0,0,2.933328,30.19608,0,0,25.09804,12.54902
1123.326,-22.97119,-44.44489,70,0.2543319,-0.08511166,-0.9492968,1555.75,6.17,25.88235,73.72549,70.38023,2.053331,29.01961,0,0,10.32157,0,0,2.933328,30.19608,0,0,25.09804,12.54902
1124.285,-22.97109,-44.44474,70,-0.2006955,0.10896,0.3109395,1546.25,7.29,26.27451,73.72549,70.38,2.426059,29.01961,0,0,10.32157,0,0,3.465796,32.94118,0,0,24.70588,12.54902
1124.292,-22.97109,-44.44474,70,-0.2111311,0.3082162,0.9390735,1546.25,7.29,26.27451,73.72549,70.38,2.426059,29.01961,0,0,10.32157,0,0,3.465796,32.94118,0,0,24.70588,12.54902
1124.295,-22.97109,-44.44474,70,-0.2111311,0.3082162,0.9390735,1546.25,7.29,26.27451,73.72549,70.38,2.482634,29.01961,0,0,10.32157,0,0,3.465796,32.94118,0,0,24.70588,12.54902
1124.304,-22.97109,-44.44474,70,-0.2111311,0.3082162,0.9390735,1532.5,7.46,26.27451,73.72549,70.38,2.482634,29.01961,0,0,10.32157,0,0,3.546618,32.94118,0,0,25.09804,12.54902
1124.308,-22.97109,-44.44474,70,-0.2111311,0.3082162,0.9390735,1532.5,7.46,26.27451,73.72549,70.38,2.482634,29.01961,0,0,10.32157,0,0,3.546618,32.94118,0,0,25.09804,12.54902
1124.321,-22.97109,-44.44474,70,0.415813,-0.5191881,1.613134,1532.5,7.46,26.27451,73.72549,70.38,2.482634,29.01961,0,0,10.32157,0,0,3.546618,32.94118,0,0,25.09804,12.54902
1124.325,-22.97109,-44.44474,70,0.415813,-0.5191881,1.613134,1532.5,7.46,26.27451,73.72549,70.38,2.482634,29.01961,0,0,10.32157,0,0,3.546618,32.94118,0,0,25.09804,12.54902
1124.330,-22.97109,-44.44474,70,-0.583009,0.2323341,3.192856,1532.5,7.46,26.27451,73.72549,70.38,2.482634,29.01961,0,0,10.32157,0,0,3.546618,32.94118,0,0,25.09804,12.54902
1124.332,-22.97109,-44.44474,70,-0.583009,0.2323341,3.192856,1532.5,7.46,26.27451,73.72549,70.38,2.482634,29.01961,0,0,10.32157,0,0,3.546618,32.94118,0,0,25.09804,12.54902
1124.333,-22.97109,-44.44474,70,-0.583009,0.2323341,3.192856,1532.5,7.46,26.27451,73.72549,70.38,2.482634,29.01961,0,0,10.32157,0,0,3.546618,32.94118,0,0,25.09804,12.54902
1124.335,-22.97109,-44.44474,70,-0.583009,0.2323341,3.192856,1532.5,7.46,26.27451,73.72549,70.38,2.482634,29.01961,0,0,10.32157,0,0,3.546618,32.94118,0,0,25.09804,12.54902
