vin,model,fuel_type,timestamp,start_time,end_time,duration_seconds,total_distance_km,distance_city_km,distance_highway_km,fuel_consumed_liters,co2_real_g,co2_meta_g,delta_co2_g,valor_e1_reais,nox_total,pmx_total,start_lat_orig,start_lon_orig,end_lat_orig,end_lon_orig,start_lat_private,start_lon_private,end_lat_private,end_lon_private,start_map_matched,end_map_matched,pseudonimo,num_segments
SUMO_0,HBEFA4/PC_petrol_Euro-6ab,Gasoline,1772465816,2026-03-02 15:36:56,2026-03-02 15:37:04,8.0,46449.165719,38658.75336,7790.412448000001,7809.055076629004,18038917.227013,8941464.4009075,-9097452.8261055,-454.87264130527495,5391.514249,1031.981714,-22.79740763477873,-43.21028149325521,-22.797302276452893,-43.21029631161639,-22.7974616,-43.21075020000001,-22.79708565,-43.210237500000005,True,True,0xc23044B39A817DEDE3397EC373674dBf3228dE33,3600
