run_id;source_csv;vin;model;fuel_type;timestamp;start_time;end_time;duration_seconds;total_distance_km;distance_city_km;distance_highway_km;fuel_consumed_liters;co2_real_g;co2_meta_g;delta_co2_g;valor_e1_reais;nox_total;pmx_total;start_lat_orig;start_lon_orig;end_lat_orig;end_lon_orig;start_lat_private;start_lon_private;end_lat_private;end_lon_private;start_map_matched;end_map_matched;pseudonimo;num_segments;trajectory_points_orig_count;trajectory_points_priv_count;trajectory_points_diff;trajectory_points_diff_percent;trajectory_distance_orig_km;trajectory_distance_priv_km;trajectory_distance_diff_km;map_matching_attempts;discarded_points_map_matching;map_matching_points_total;discarded_points_ratio;offset_cancelled;offset_x_degrees;offset_y_degrees;max_radius_km
15;vehicles_step_sim_10.csv;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;Gasoline;1773509250;2026-03-14 17:27:30;2026-03-14 17:27:30;0,0;3,158922;3,019816;0,139106;51,22368452424242;118326,711251;608,092485;-117718,618766;-5,8859309383;34,686589999999995;9,643311999999998;40,77564360647124;-73,96068698429804;40,7712357214096;-73,96381253941745;40,7793764;-73,9736737;40,7749695;-73,9770367;True;True;0xCDcF7b2a3352a32cc28FD35C3924f5BD542a25Ea;301;301;301;0;0,0;11,252519115275106;5,650552690365755;-5,601966424909351;303;0;301;0,0;False;0,0036998593389108965;-0,013412712827697093;2,0
