run_id;source_csv;vin;model;fuel_type;timestamp;start_time;end_time;duration_seconds;total_distance_km;distance_city_km;distance_highway_km;fuel_consumed_liters;co2_real_g;co2_meta_g;delta_co2_g;valor_e1_reais;nox_total;pmx_total;start_lat_orig;start_lon_orig;end_lat_orig;end_lon_orig;start_lat_private;start_lon_private;end_lat_private;end_lon_private;start_map_matched;end_map_matched;pseudonimo;num_segments;trajectory_points_orig_count;trajectory_points_priv_count;trajectory_points_diff;trajectory_points_diff_percent;trajectory_distance_orig_km;trajectory_distance_priv_km;trajectory_distance_diff_km;map_matching_attempts;discarded_points_map_matching;map_matching_points_total;discarded_points_ratio;offset_cancelled;offset_x_degrees;offset_y_degrees;max_radius_km;trajectory_id
30;vehicles_step_sim_10.csv;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;Gasoline;1773509250;2026-03-14 17:27:30;2026-03-14 17:27:30;0,0;3,158922;3,019816;0,139106;51,22368452424243;118326,71125100002;608,092485;-117718,61876600001;-5,8859309383000005;34,68659;9,643312;40,77564360647124;-73,96068698429804;40,7712357214096;-73,96381253941745;40,784118153247725;-73,9541857433157;40,779710268186086;-73,95731129843512;False;False;0xCDcF7b2a3352a32cc28FD35C3924f5BD542a25Ea;301;301;301;0;0,0;3,147985218576069;3,1477740230554514;-0,00021119552061765745;0;0;301;0,0;False;0,008474546776481184;0,006501240982325246;2,0;vehicles_step_sim_10__run030__SUMO_carro_1000__t0001
