linha,worker_id,wallet,tx_hash,block,gas_used,meta_co2,diff,e1_value,latency_ms,tx_latency_ms,error
1,3,0x17D90CC0C9cB61f27A5198c8a96f9eA19341b218,0x43ed2eec71344acd5fd3829724c35678c987636d4959a6d69da9b81307b742d4,20762,32097,8605,4302,0.000236,31967.79,31151.65,
1,7,0xA67bF22475426b8B1b3ba700f11283E10B3E53F8,0x3a0519ca264d00fd06ed2c7dfc41c9e8fbc8a6a941e762b4e568b6a8a651bb4c,20762,32097,8605,4302,0.000236,31977.66,31151.35,
1,6,0xC6a49aB58c204D4A3EA0d3D41a2b94Af71134598,0xe301876ad8a14fe109bbf892bbd7535e417e818b3b5cfba241ee37151f872134,20762,32097,8605,4302,0.000236,32004.77,31161.60,
1,8,0xFf02645cd3b555B438c6856320a3E38da27Fc11a,0xaabbb43b0bffe6205584071da10963403ae354ff6193487851a2155297d268dd,20762,32097,8605,4302,0.000236,32002.76,31163.10,
1,5,0x3d384Df30cE4C9Ef98faB12593Af1D4B383fF3ad,0xc186526d3fbc1aedc7d03ae32ef5b558caa5f11d5a5e8a527c03ed883fc95518,20762,32097,8605,4302,0.000236,32009.93,31155.85,
1,2,0xf17f52151EbEF6C7334FAD080c5704D77216b732,0xb8926af332d06f92e8a79d325c15528578e8ae163ee243a6aa8c2d548a22752e,20762,32097,8605,4302,0.000236,32014.60,31156.18,
1,1,0x627306090abaB3A6e1400e9345bC60c78a8BEf57,0xcf79a312fa46eb09fd6aaa66f738534bb723f4c8c537e56960690d89fd21db3c,20762,32097,8605,4302,0.000236,32031.45,31159.61,
1,4,0x47242114086D2715A648d0391793730d2aB1CCa2,0x099880f6219d06a2a12c0283792a9070ceac8656735a9a913a8d069729e25f8e,20762,32097,8605,4302,0.000236,32044.91,31161.07,
2,3,0x17D90CC0C9cB61f27A5198c8a96f9eA19341b218,0x176aa3bc700b218e57d0fdee455a43855ddde2ca4033329cec998fbc68e5af10,20763,32097,11874,5937,0.000326,31623.20,31167.12,
2,7,0xA67bF22475426b8B1b3ba700f11283E10B3E53F8,0x8b49ded10005d2fbdcd01c9cfd5d3beaec7d90ca8d7c030acc5114420f437650,20763,32097,11874,5937,0.000326,31623.90,31165.62,
2,5,0x3d384Df30cE4C9Ef98faB12593Af1D4B383fF3ad,0x91307e382d5e2728a63d15c2a4630d22b2e1c33657683e0c98ae7cec24a1b97d,20763,32097,11874,5937,0.000326,31643.94,31170.38,
2,2,0xf17f52151EbEF6C7334FAD080c5704D77216b732,0xea97f36271cbbf33e820604cd1a1e5a62e686eb8245e60eaa3f6810a54d801e0,20763,32097,11874,5937,0.000326,31651.87,31174.69,
2,6,0xC6a49aB58c204D4A3EA0d3D41a2b94Af71134598,0xe90d3b0a7baf317f7b82f03665d52000835b5fddc9c008c1d0dbcd36b738933a,20763,32097,11874,5937,0.000326,31669.46,31179.25,
2,8,0xFf02645cd3b555B438c6856320a3E38da27Fc11a,0x43cba81f2647be3cb12cedf3853b466d31b99e5513b37737d709fd8ac66330c5,20763,32097,11874,5937,0.000326,31669.24,31178.74,
2,1,0x627306090abaB3A6e1400e9345bC60c78a8BEf57,0x742eb18288e2363d5045dd44672623bfc18ecd8dc4ff13d446a510b104389d6e,20763,32097,11874,5937,0.000326,31651.22,31172.81,
2,4,0x47242114086D2715A648d0391793730d2aB1CCa2,0xea8020d9fca2c4a83c2d5ac07016b78ac64a5ee3dc5b32f4e3534eb32fb17641,20763,32097,11874,5937,0.000326,31651.71,31172.08,
3,3,0x17D90CC0C9cB61f27A5198c8a96f9eA19341b218,0x02e6b95d3a5cb7d287858dea972a5c58c894bade65ee1cb7dee118b81fb8c872,20764,32097,16013,8006,0.000440,31656.52,31164.64,
3,7,0xA67bF22475426b8B1b3ba700f11283E10B3E53F8,0x6a64f81d1f9f176e3d8ce4493a73bfdd079cb45c151b509389bf9da49d930dcb,20764,32097,16013,8006,0.000440,31651.96,31160.01,
3,5,0x3d384Df30cE4C9Ef98faB12593Af1D4B383fF3ad,0x61a760738a85f2059b1acfcdf8d2cb6a27fbd14a1648ece52eccaf542d31659e,20764,32097,16013,8006,0.000440,31679.92,31173.08,
3,2,0xf17f52151EbEF6C7334FAD080c5704D77216b732,0x56e5e08bfa99b5048ae60abb27234f9d879c38d241e766c80c5fe4506ccb3b6d,20764,32097,16013,8006,0.000440,31673.75,31163.16,
3,6,0xC6a49aB58c204D4A3EA0d3D41a2b94Af71134598,0x3c42dab9a21f51465d60ede0543f4f1e033ffb7eafbbf8a1c0567449b3f7989d,20764,32097,16013,8006,0.000440,31691.21,31171.66,
3,1,0x627306090abaB3A6e1400e9345bC60c78a8BEf57,0x0f3b77779aba28ee1f4b67e8a47a237737fb0116e14b6afe0d2561f0a8c1cc13,20764,32097,16013,8006,0.000440,31685.19,31163.72,
3,8,0xFf02645cd3b555B438c6856320a3E38da27Fc11a,0x12a21509b5e5cbff91fcd998afb654978ea5abfd73715426242293043785619a,20764,32097,16013,8006,0.000440,31691.56,31160.50,
