worker_id,total_txs,successful_txs,failed_txs,duration_s,avg_latency_ms,min_latency_ms,max_latency_ms,throughput_tx_s
1,1000,1000,0,29987.16,29986.42,16995.54,30980.65,0.03
2,1000,1000,0,29987.56,29986.81,16950.22,30927.06,0.03
3,1000,1000,0,29987.68,29986.93,16970.54,30771.28,0.03
4,1000,1000,0,29987.41,29986.66,16971.65,30709.01,0.03
