vin,trip_id,timestamp,total_distance_km,fuel_consumed_liters,co2_real_kg,co2_meta_kg,delta_co2_kg,valor_e1_reais,avg_ethanol_percent,start_lat_orig,start_lon_orig,end_lat_orig,end_lon_orig,start_lat_private,start_lon_private,end_lat_private,end_lon_private,start_displacement_km,end_displacement_km,trip_duration_sec,avg_speed_kmh,num_samples
VEHICLE_001,1,1705681531,23.900435689734262,1.6622096621369848,3.4463074238036033,4.130366233868302,0.6840588100646987,0.034202940503234934,29.526719251876614,-23.03084,-44.54698,-22.96056,-44.43758,-23.030957306350633,-44.54350967002252,-22.963465012110543,-44.44272702551602,0.3557650826543537,0.6187936058953418,1367.305,70.74597867911436,15853
